Country,Continent,Year,GDP per capita,Mortality,GDP
China,AS,1975,1594,8.43,1.46E+12
China,AS,1976,1519,7.9,1.41E+12
China,AS,1977,1583,7.4,1.49E+12
China,AS,1978,1744,6.95,1.67E+12
China,AS,1979,1859,6.56,1.8E+12
China,AS,1980,1930,6.22,1.89E+12
China,AS,1981,1962,5.95,1.95E+12
China,AS,1982,2128,5.73,2.13E+12
China,AS,1983,2227,5.57,2.28E+12
China,AS,1984,2444,5.46,2.53E+12
China,AS,1985,2619,5.4,2.75E+12
China,AS,1986,2748,5.38,2.93E+12
China,AS,1987,2931,5.38,3.18E+12
China,AS,1988,3045,5.39,3.35E+12
China,AS,1989,3022,5.4,3.38E+12
China,AS,1990,2982,5.38,3.39E+12
China,AS,1991,3051.315186,5.32,3.51E+12
China,AS,1992,3227.744141,5.23,3.76E+12
China,AS,1993,3506.47998,5.09,4.13E+12
China,AS,1994,3730.164063,4.92,4.44E+12
China,AS,1995,3999.729248,4.74,4.81E+12
China,AS,1996,4219.644043,4.55,5.13E+12
China,AS,1997,4310.828125,4.35,5.29E+12
China,AS,1998,4309.847168,4.14,5.34E+12
China,AS,1999,4466.736328,3.92,5.58E+12
China,AS,2000,4730.354492,3.68,5.95E+12
China,AS,2001,4995.144531,3.42,6.33E+12
China,AS,2002,5343.112305,3.15,6.81E+12
China,AS,2003,5649.463379,2.88,7.25E+12
China,AS,2004,6067.591309,2.63,7.83E+12
China,AS,2005,6626.591797,2.4,8.6E+12
China,AS,2006,7271.035645,2.19,9.49E+12
China,AS,2007,7895.712891,2.01,1.04E+13
China,AS,2008,8190.112305,1.85,1.08E+13
China,AS,2009,8734.041016,1.71,1.16E+13
China,AS,2010,9658.418945,1.58,1.29E+13
China,AS,2011,10221,1.46,1.37E+13
China,AS,2012,10680,1.35,1.44E+13
China,AS,2013,11328,1.25,1.53E+13
China,AS,2014,11944,1.16,1.62E+13
China,AS,2015,12244,1.07,1.67E+13
China,AS,2016,12569,0.99,1.73E+13
China,AS,2017,12733.93164,0.92,1.76E+13
China,AS,2018,13101.70605,0.85,1.82E+13
Colombia,SA,1960,3980,13.52,63491854336
Colombia,SA,1961,4049,13.07,66711826432
Colombia,SA,1962,4135,12.64,70335873024
Colombia,SA,1963,4140,12.24,72640512000
Colombia,SA,1964,4264,11.85,77135757312
Colombia,SA,1965,4286,11.5,79917506560
Colombia,SA,1966,4383,11.16,84161191936
Colombia,SA,1967,4438,10.82,87712751616
Colombia,SA,1968,4581,10.48,93093543936
Colombia,SA,1969,4744,10.13,99003203584
Colombia,SA,1970,4932,9.77,1.06E+11
Colombia,SA,1971,5091,9.41,1.12E+11
Colombia,SA,1972,5348,9.04,1.21E+11
Colombia,SA,1973,5577,8.66,1.29E+11
Colombia,SA,1974,5767,8.26,1.36E+11
Colombia,SA,1975,5772,7.84,1.39E+11
Colombia,SA,1976,5918,7.41,1.46E+11
Colombia,SA,1977,6046,6.98,1.52E+11
Colombia,SA,1978,6443,6.55,1.65E+11
Colombia,SA,1979,6658,6.14,1.74E+11
Colombia,SA,1980,6786,5.76,1.81E+11
Colombia,SA,1981,6782,5.4,1.85E+11
Colombia,SA,1982,6698,5.07,1.86E+11
Colombia,SA,1983,6655,4.77,1.89E+11
Colombia,SA,1984,6741,4.51,1.96E+11
Colombia,SA,1985,6809,4.27,2.03E+11
Colombia,SA,1986,7071,4.07,2.15E+11
Colombia,SA,1987,7296,3.9,2.26E+11
Colombia,SA,1988,7442,3.75,2.36E+11
Colombia,SA,1989,7533,3.62,2.43E+11
Colombia,SA,1990,7693,3.51,2.54E+11
Colombia,SA,1991,7713.021973,3.39,2.59E+11
Colombia,SA,1992,7888.105469,3.28,2.71E+11
Colombia,SA,1993,8180.870605,3.18,2.86E+11
Colombia,SA,1994,8447.857422,3.07,3.01E+11
Colombia,SA,1995,8735.882813,2.96,3.16E+11
Colombia,SA,1996,8770.583008,2.86,3.23E+11
Colombia,SA,1997,8952.472656,2.76,3.34E+11
Colombia,SA,1998,8863.261719,2.66,3.36E+11
Colombia,SA,1999,8382.139648,2.57,3.21E+11
Colombia,SA,2000,8496.791992,2.49,3.31E+11
Colombia,SA,2001,8528.033203,2.41,3.36E+11
Colombia,SA,2002,8630.541992,2.34,3.44E+11
Colombia,SA,2003,8855.217773,2.27,3.58E+11
Colombia,SA,2004,9211.279297,2.21,3.77E+11
Colombia,SA,2005,9524.722656,2.15,3.95E+11
Colombia,SA,2006,10039.68262,2.08,4.21E+11
Colombia,SA,2007,10602.30469,2.02,4.5E+11
Colombia,SA,2008,10846.7373,1.96,4.66E+11
Colombia,SA,2009,10894.10254,1.9,4.73E+11
Colombia,SA,2010,11191.68652,1.84,4.92E+11
Colombia,SA,2011,11788,1.78,5.24E+11
Colombia,SA,2012,12123,1.72,5.45E+11
Colombia,SA,2013,12568,1.67,5.72E+11
Colombia,SA,2014,12972,1.61,5.97E+11
Colombia,SA,2015,13218,1.56,6.15E+11
Colombia,SA,2016,13326,1.51,6.27E+11
Colombia,SA,2017,13358.03223,1.47,6.36E+11
Colombia,SA,2018,13545.0498,1.42,6.52E+11
Comoros,AF,1970,961,22.61,227756992
Comoros,AF,1971,974,22.1,237656000
Comoros,AF,1972,966,21.6,243432000
Comoros,AF,1973,1006,21.14,260554000
Comoros,AF,1974,1004,20.66,268068000
Comoros,AF,1975,1038,20.18,286488000
Comoros,AF,1976,1009,19.66,286556000
Comoros,AF,1977,966,19.12,298494016
Comoros,AF,1978,964,18.59,307516000
Comoros,AF,1979,1023,18.01,336567008
Comoros,AF,1980,1065,17.43,362100000
Comoros,AF,1981,1081,16.85,376188000
Comoros,AF,1982,1124,16.26,400144000
Comoros,AF,1983,1149,15.71,419384992
Comoros,AF,1984,1168,15.16,436832000
Comoros,AF,1985,1162,14.64,445046016
Comoros,AF,1986,1157,14.14,453544000
Comoros,AF,1987,1149,13.68,460748992
Comoros,AF,1988,1152,13.25,473472000
Comoros,AF,1989,1108,12.83,466468000
Comoros,AF,1990,1092,12.44,469560000
Comoros,AF,1991,1101.00354,12.05,484441600
Comoros,AF,1992,1185.51416,11.67,534666848
Comoros,AF,1993,1210.635254,11.3,558102848
Comoros,AF,1994,1136.74353,10.98,536542944
Comoros,AF,1995,1166.936768,10.72,563630464
Comoros,AF,1996,1141.601563,10.52,563951168
Comoros,AF,1997,1177.58252,10.33,595856768
Comoros,AF,1998,1179.844116,10.2,611159232
Comoros,AF,1999,1189.256714,10.11,631495296
Comoros,AF,2000,1204.402344,10.04,656399296
Comoros,AF,2001,1217.499146,9.99,680582080
Comoros,AF,2002,1229.855957,9.96,705937280
Comoros,AF,2003,1240.05127,9.9,731630272
Comoros,AF,2004,1247.274902,9.8,755848576
Comoros,AF,2005,1265.686646,9.63,788522816
Comoros,AF,2006,1388.002563,9.42,888321664
Comoros,AF,2007,1382.539063,9.18,908328192
Comoros,AF,2008,1419.367065,8.94,956653440
Comoros,AF,2009,1455.282349,8.69,1004144768
Comoros,AF,2010,1432.562378,8.44,1011389056
Comoros,AF,2011,1479,8.16,1067838016
Comoros,AF,2012,1509,7.91,1112132992
Comoros,AF,2013,1619,7.68,1217488000
Comoros,AF,2014,1647,7.43,1263249024
Comoros,AF,2015,1696,7.19,1324576000
Comoros,AF,2016,1702,6.95,1353090048
Comoros,AF,2017,1712.839355,6.73,1384111232
Comoros,AF,2018,1724.420654,6.51,1416032128
Congo,AF,1960,1999,18.26,2003425792
Congo,AF,1961,2020,17.85,2069710208
Congo,AF,1962,2039,17.46,2136717056
Congo,AF,1963,2059,17.08,2207655680
Congo,AF,1964,2079,16.67,2281648384
Congo,AF,1965,2099,16.24,2358845696
Congo,AF,1966,2157,15.78,2483153408
Congo,AF,1967,2216,15.34,2614348288
Congo,AF,1968,2275,14.91,2751623936
Congo,AF,1969,2335,14.51,2896268544
Congo,AF,1970,2396,14.11,3048689664
Congo,AF,1971,2546,13.75,3324551424
Congo,AF,1972,2582,13.38,3461062656
Congo,AF,1973,2950,13.05,4060542208
Congo,AF,1974,2848,12.69,4028233984
Congo,AF,1975,2745,12.37,3990269184
Congo,AF,1976,2794,12.06,4175549184
Congo,AF,1977,2517,11.76,3868349696
Congo,AF,1978,2595,11.48,4102596352
Congo,AF,1979,2807,11.17,4566231040
Congo,AF,1980,3075,10.87,5148435456
Congo,AF,1981,3625,10.57,6248568320
Congo,AF,1982,4355,10.27,7730808832
Congo,AF,1983,4473,9.97,8179162112
Congo,AF,1984,4664,9.68,8786887680
Congo,AF,1985,4484,9.41,8706874368
Congo,AF,1986,4058,9.19,8124672000
Congo,AF,1987,3953,9.03,8162838016
Congo,AF,1988,3908,8.96,8324278272
Congo,AF,1989,3865,8.96,8492042752
Congo,AF,1990,3794,9.04,8597208064
Congo,AF,1991,3862.574219,9.19,9009690624
Congo,AF,1992,3940.97168,9.42,9460320256
Congo,AF,1993,3874.169922,9.72,9584776192
Congo,AF,1994,3635.989258,10.07,9269115904
Congo,AF,1995,3763.595703,10.44,9864780800
Congo,AF,1996,3988.877197,10.82,10738714624
Congo,AF,1997,3899.762695,11.17,10724889600
Congo,AF,1998,4042.77832,11.43,11368402944
Congo,AF,1999,3925.686279,11.52,11329485824
Congo,AF,2000,4159.222656,11.4,12472091648
Congo,AF,2001,4256.655273,11.09,13249297408
Congo,AF,2002,4458.634277,10.6,14180940800
Congo,AF,2003,4467.903809,9.99,14627809280
Congo,AF,2004,4560.512695,9.29,15504126976
Congo,AF,2005,4820.70752,8.59,17078566912
Congo,AF,2006,5016.057617,7.93,18567819264
Congo,AF,2007,4844.970215,7.35,18699022336
Congo,AF,2008,5081.131836,6.86,20269996032
Congo,AF,2009,5379.004395,6.49,22298685440
Congo,AF,2010,5738.163086,6.22,24809039872
Congo,AF,2011,5875,6.03,26249132032
Congo,AF,2012,5949,5.88,27252115456
Congo,AF,2013,6031,5.74,28145424384
Congo,AF,2014,6321,5.59,30068551680
Congo,AF,2015,6272,5.42,30428346368
Congo,AF,2016,5974,5.26,29575751680
Congo,AF,2017,5747.025391,5.09,29051668480
Congo,AF,2018,5714.591797,4.93,29513590784
Costa Rica,NA,1960,4328,9.59,5401439232
Costa Rica,NA,1961,4340,9.35,5627187712
Costa Rica,NA,1962,4439,9.27,5971284992
Costa Rica,NA,1963,4653,9.23,6483680768
Costa Rica,NA,1964,4720,9.17,6797668352
Costa Rica,NA,1965,4983,9.03,7412735488
Costa Rica,NA,1966,5193,8.79,7989129216
Costa Rica,NA,1967,5338,8.49,8480571392
Costa Rica,NA,1968,5574,8.17,9132865536
Costa Rica,NA,1969,5773,7.85,9739628544
Costa Rica,NA,1970,5984,7.48,10385370112
Costa Rica,NA,1971,6199,7.01,11069157376
Costa Rica,NA,1972,6564,6.45,12043600896
Costa Rica,NA,1973,6884,5.83,12983464960
Costa Rica,NA,1974,7061,5.18,13680072704
Costa Rica,NA,1975,7007,4.54,13955001344
Costa Rica,NA,1976,7182,3.93,14712736768
Costa Rica,NA,1977,7602,3.39,16028489728
Costa Rica,NA,1978,7763,2.96,17019344896
Costa Rica,NA,1979,7905,2.65,17863038976
Costa Rica,NA,1980,7828,2.44,17997543424
Costa Rica,NA,1981,7461,2.34,17587703808
Costa Rica,NA,1982,6751,2.29,16366901248
Costa Rica,NA,1983,6743,2.27,16819422208
Costa Rica,NA,1984,7065,2.25,18139500544
Costa Rica,NA,1985,6918,2.2,18289864704
Costa Rica,NA,1986,7087,2.11,19298686976
Costa Rica,NA,1987,7221,2,20217436160
Costa Rica,NA,1988,7270,1.88,20903190528
Costa Rica,NA,1989,7489,1.78,22103439360
Costa Rica,NA,1990,7567,1.69,22906634240
Costa Rica,NA,1991,7552.362305,1.61,23389726720
Costa Rica,NA,1992,8038.767578,1.56,25502582784
Costa Rica,NA,1993,8363.483398,1.53,27271077888
Costa Rica,NA,1994,8479.568359,1.5,28453398528
Costa Rica,NA,1995,8576.422852,1.48,29581651968
Costa Rica,NA,1996,8446.78125,1.47,29906411520
Costa Rica,NA,1997,8683.948242,1.44,31522734080
Costa Rica,NA,1998,9053.851563,1.41,33667012608
Costa Rica,NA,1999,9183.894531,1.36,34945409024
Costa Rica,NA,2000,9319.766602,1.31,36231462912
Costa Rica,NA,2001,9451.615234,1.26,37440827392
Costa Rica,NA,2002,9591.553711,1.21,38616899584
Costa Rica,NA,2003,9831.25,1.18,40200847360
Costa Rica,NA,2004,10086.78418,1.15,41880821760
Costa Rica,NA,2005,10308.37402,1.13,43440771072
Costa Rica,NA,2006,10880.47656,1.12,46517063680
Costa Rica,NA,2007,11584.67676,1.11,50239516672
Costa Rica,NA,2008,11935.1582,1.09,52501716992
Costa Rica,NA,2009,11638.00195,1.07,51914768384
Costa Rica,NA,2010,12031.57129,1.05,54407368704
Costa Rica,NA,2011,12366,1.02,56666828800
Costa Rica,NA,2012,12792,0.99,59384729600
Costa Rica,NA,2013,12916,0.96,60731088896
Costa Rica,NA,2014,13222,0.93,62954872832
Costa Rica,NA,2015,13677,0.9,65928048640
Costa Rica,NA,2016,14098,0.89,68781793280
Costa Rica,NA,2017,14470.77734,0.88,71436771328
Costa Rica,NA,2018,14686.25391,0.87,73336987648
Cote d'Ivoire,Invalid,1960,2002,31.65,7159306240
Cote d'Ivoire,Invalid,1961,2114,30.86,7832816128
Cote d'Ivoire,Invalid,1962,2128,30.08,8177584640
Cote d'Ivoire,Invalid,1963,2378,29.34,9515745280
Cote d'Ivoire,Invalid,1964,2691,28.61,11224263680
Cote d'Ivoire,Invalid,1965,2520,27.89,10978052096
Cote d'Ivoire,Invalid,1966,2595,27.18,11842560000
Cote d'Ivoire,Invalid,1967,2509,26.47,12018790400
Cote d'Ivoire,Invalid,1968,2758,25.76,13895568384
Cote d'Ivoire,Invalid,1969,2737,25.06,14503653376
Cote d'Ivoire,Invalid,1970,2882,24.35,16078717952
Cote d'Ivoire,Invalid,1971,2874,23.6,16881039360
Cote d'Ivoire,Invalid,1972,2887,22.82,17817495552
Cote d'Ivoire,Invalid,1973,2974,21.99,19227564032
Cote d'Ivoire,Invalid,1974,2931,21.13,19781459968
Cote d'Ivoire,Invalid,1975,2812,20.26,19770904576
Cote d'Ivoire,Invalid,1976,3017,19.42,22128316416
Cote d'Ivoire,Invalid,1977,3033,18.64,23179390976
Cote d'Ivoire,Invalid,1978,3202,17.93,25469898752
Cote d'Ivoire,Invalid,1979,3139,17.33,25962590208
Cote d'Ivoire,Invalid,1980,3253,16.82,27953881088
Cote d'Ivoire,Invalid,1981,3242,16.41,28926660608
Cote d'Ivoire,Invalid,1982,3131,16.06,28992516096
Cote d'Ivoire,Invalid,1983,2901,15.78,27868327936
Cote d'Ivoire,Invalid,1984,2703,15.57,26931154944
Cote d'Ivoire,Invalid,1985,2735,15.41,28257155072
Cote d'Ivoire,Invalid,1986,2718,15.29,29115383808
Cote d'Ivoire,Invalid,1987,2579,15.22,28640501760
Cote d'Ivoire,Invalid,1988,2444,15.19,28134703104
Cote d'Ivoire,Invalid,1989,2343,15.2,27953506304
Cote d'Ivoire,Invalid,1990,2083,15.23,26018496512
Cote d'Ivoire,Invalid,1991,2036.298828,15.25,26972065792
Cote d'Ivoire,Invalid,1992,2011.569458,15.28,27466940416
Cote d'Ivoire,Invalid,1993,1983.233643,15.29,28127549440
Cote d'Ivoire,Invalid,1994,1951.540771,15.27,29026816000
Cote d'Ivoire,Invalid,1995,2035.168213,15.2,31414493184
Cote d'Ivoire,Invalid,1996,2179.035645,15.09,34617700352
Cote d'Ivoire,Invalid,1997,2288.808594,14.93,37316419584
Cote d'Ivoire,Invalid,1998,2393.499023,14.73,39915278336
Cote d'Ivoire,Invalid,1999,2417.45752,14.5,41352077312
Cote d'Ivoire,Invalid,2000,2352.856201,14.23,41297571840
Cote d'Ivoire,Invalid,2001,2342.827393,13.91,42194145280
Cote d'Ivoire,Invalid,2002,2298.456543,13.59,42379194368
Cote d'Ivoire,Invalid,2003,2263.092529,13.25,42761699328
Cote d'Ivoire,Invalid,2004,2280.788086,12.9,44320833536
Cote d'Ivoire,Invalid,2005,2312.842529,12.53,46182465536
Cote d'Ivoire,Invalid,2006,2343.927002,12.17,48080166912
Cote d'Ivoire,Invalid,2007,2380.115479,11.81,50213699584
Cote d'Ivoire,Invalid,2008,2435.270508,11.42,52843520000
Cote d'Ivoire,Invalid,2009,2508.822021,11,55909339136
Cote d'Ivoire,Invalid,2010,2555.016357,10.64,58372517888
Cote d'Ivoire,Invalid,2011,2444,10.32,57054912512
Cote d'Ivoire,Invalid,2012,2636,10.02,62949928960
Cote d'Ivoire,Invalid,2013,2823,9.69,69149548544
Cote d'Ivoire,Invalid,2014,3011,9.36,75601084416
Cote d'Ivoire,Invalid,2015,3218,9.06,82779693056
Cote d'Ivoire,Invalid,2016,3395,8.8,89471442944
Cote d'Ivoire,Invalid,2017,3558.838135,8.53,96056541184
Cote d'Ivoire,Invalid,2018,3713.643555,8.24,1.03E+11
Croatia,EU,1981,14182,2.36,62270738432
Croatia,EU,1982,14123,2.21,62329995264
Croatia,EU,1983,13841,2.08,61328654336
Croatia,EU,1984,14104,1.95,62647910400
Croatia,EU,1985,14067,1.82,62708912128
Croatia,EU,1986,14416,1.7,64464777216
Croatia,EU,1987,14362,1.58,64403660800
Croatia,EU,1988,14207,1.47,63841656832
Croatia,EU,1989,13959,1.37,62834999296
Croatia,EU,1990,12948,1.28,58374078464
Croatia,EU,1991,10296.19043,1.2,45560401920
Croatia,EU,1992,9331.892578,1.14,40296484864
Croatia,EU,1993,8739.540039,1.08,37941878784
Croatia,EU,1994,9352.583984,1.04,41058422784
Croatia,EU,1995,10180.25195,1,44384567296
Croatia,EU,1996,11030.0791,0.96,47434641408
Croatia,EU,1997,11997.59277,0.93,51344322560
Croatia,EU,1998,12476.04688,0.89,53359112192
Croatia,EU,1999,12579.87695,0.86,53571235840
Croatia,EU,2000,13244.54102,0.83,54951510016
Croatia,EU,2001,13817.68066,0.8,56076091392
Croatia,EU,2002,14683.83789,0.77,59660337152
Croatia,EU,2003,15740.49902,0.74,63955259392
Croatia,EU,2004,16628.57422,0.7,67606573056
Croatia,EU,2005,17581.35938,0.67,71536394240
Croatia,EU,2006,18707.49023,0.64,76142043136
Croatia,EU,2007,19984.03711,0.61,81332862976
Croatia,EU,2008,20717.31641,0.59,84280721408
Croatia,EU,2009,19501.58789,0.57,79251070976
Croatia,EU,2010,19511.34961,0.55,79107170304
Croatia,EU,2011,19813,0.53,80079052800
Croatia,EU,2012,19441,0.52,78321270784
Croatia,EU,2013,19298,0.51,77479518208
Croatia,EU,2014,19284,0.5,77088243712
Croatia,EU,2015,19698,0.49,78221434880
Croatia,EU,2016,20376,0.49,80230187008
Croatia,EU,2017,21232.36133,0.49,82748776448
Croatia,EU,2018,22012.31445,0.48,84978688000
Cuba,NA,1960,2994,5.46,21038837760
Cuba,NA,1961,3068,5.27,21887111168
Cuba,NA,1962,2974,5.08,21573396480
Cuba,NA,1963,2958,4.89,21933570048
Cuba,NA,1964,3158,4.71,24038696960
Cuba,NA,1965,3088,4.53,24117280768
Cuba,NA,1966,3185,4.36,25432225792
Cuba,NA,1967,3489,4.18,28396969984
Cuba,NA,1968,3229,4.01,26749036544
Cuba,NA,1969,3137,3.84,26416676864
Cuba,NA,1970,2976,3.67,25423968256
Cuba,NA,1971,3161,3.5,27402708992
Cuba,NA,1972,3253,3.34,28723990528
Cuba,NA,1973,3486,3.17,31374000128
Cuba,NA,1974,3609,3.02,33025959936
Cuba,NA,1975,3733,2.86,34668371968
Cuba,NA,1976,3786,2.72,35656548352
Cuba,NA,1977,3913,2.58,37306540032
Cuba,NA,1978,4114,2.45,39617818624
Cuba,NA,1979,4183,2.33,40596013056
Cuba,NA,1980,4106,2.21,39614689280
Cuba,NA,1981,4420,2.1,42900520960
Cuba,NA,1982,4487,2,43936702464
Cuba,NA,1983,4705,1.9,46518333440
Cuba,NA,1984,5051,1.81,50424131584
Cuba,NA,1985,5120,1.72,51630080000
Cuba,NA,1986,5075,1.64,51678724096
Cuba,NA,1987,4887,1.56,50233470976
Cuba,NA,1988,4994,1.49,51847708672
Cuba,NA,1989,4991,1.42,52350599168
Cuba,NA,1990,4713,1.35,49943662592
Cuba,NA,1991,3982.265625,1.29,42598297600
Cuba,NA,1992,3399.9646,1.23,36651618304
Cuba,NA,1993,2657.466064,1.17,28833505280
Cuba,NA,1994,2683.098389,1.12,29226991616
Cuba,NA,1995,2860.757324,1.08,31242330112
Cuba,NA,1996,3249.635254,1.03,35625750528
Cuba,NA,1997,3425.561768,0.99,37729136640
Cuba,NA,1998,3415.545166,0.95,37789593600
Cuba,NA,1999,3623.595459,0.91,40250896384
Cuba,NA,2000,4009.339844,0.88,44692111360
Cuba,NA,2001,4231.32373,0.84,47301967872
Cuba,NA,2002,4369.040527,0.81,48976941056
Cuba,NA,2003,4506.675781,0.78,50659545088
Cuba,NA,2004,4561.016602,0.76,51357048832
Cuba,NA,2005,4713.706543,0.73,53114044416
Cuba,NA,2006,5416.141113,0.71,61018247168
Cuba,NA,2007,5635.688477,0.69,63463485440
Cuba,NA,2008,6004.894043,0.67,67603095552
Cuba,NA,2009,6248.304199,0.65,70355910656
Cuba,NA,2010,6578.19043,0.63,74083581952
Cuba,NA,2011,6928,0.61,78036992000
Cuba,NA,2012,7138,0.6,80388153344
Cuba,NA,2013,7379,0.58,83013746688
Cuba,NA,2014,7628,0.57,85723463680
Cuba,NA,2015,7889,0.56,88467243008
Cuba,NA,2016,8000,0.55,89440002048
Cuba,NA,2017,8141.743652,0.53,90759331840
Cuba,NA,2018,8325.630859,0.52,92551012352
Cyprus,AS,1971,7382,3.82,4575363584
Cyprus,AS,1972,7809,3.54,4890776576
Cyprus,AS,1973,7913,3.3,5016050688
Cyprus,AS,1974,6503,3.04,4166472192
Cyprus,AS,1975,5528,2.76,3374843904
Cyprus,AS,1976,6652,2.49,3981887232
Cyprus,AS,1977,7704,2.25,4610073600
Cyprus,AS,1978,8257,2.07,4962457088
Cyprus,AS,1979,9011,1.95,5452556288
Cyprus,AS,1980,9451,1.88,5774560768
Cyprus,AS,1981,9631,1.82,5950994944
Cyprus,AS,1982,10131,1.74,6324783104
Cyprus,AS,1983,10544,1.62,6661699072
Cyprus,AS,1984,11330,1.48,7250066944
Cyprus,AS,1985,11725,1.34,7589592576
Cyprus,AS,1986,12121,1.23,7878649856
Cyprus,AS,1987,12792,1.15,8435044864
Cyprus,AS,1988,13748,1.13,9131655168
Cyprus,AS,1989,14712,1.13,9870456832
Cyprus,AS,1990,15560,1.12,10601790464
Cyprus,AS,1991,15417.12402,1.1,10779906048
Cyprus,AS,1992,16570.39648,1.07,11898679296
Cyprus,AS,1993,16439.24023,1.01,12093020160
Cyprus,AS,1994,17210.98633,0.96,12925316096
Cyprus,AS,1995,18751.48633,0.9,14339872768
Cyprus,AS,1996,18875.28906,0.85,14666458112
Cyprus,AS,1997,19264.78711,0.8,15182803968
Cyprus,AS,1998,20212.73828,0.75,16126405632
Cyprus,AS,1999,21147.52539,0.7,17062067200
Cyprus,AS,2000,22326.79883,0.66,18206158848
Cyprus,AS,2001,23095.73633,0.62,19037272064
Cyprus,AS,2002,23828.07227,0.59,19867287552
Cyprus,AS,2003,24347.07617,0.55,20548239360
Cyprus,AS,2004,25355.24023,0.52,21687285760
Cyprus,AS,2005,26164.20898,0.49,22703857664
Cyprus,AS,2006,27142.01758,0.46,23948568576
Cyprus,AS,2007,28109.99609,0.43,25336385536
Cyprus,AS,2008,28736.97461,0.4,26560141312
Cyprus,AS,2009,27735.0332,0.38,26331576320
Cyprus,AS,2010,27630.10352,0.35,26927026176
Cyprus,AS,2011,27272,0.33,27264894976
Cyprus,AS,2012,26011,0.32,26403463168
Cyprus,AS,2013,24519,0.3,24831176704
Cyprus,AS,2014,24411,0.29,24451190784
Cyprus,AS,2015,24963,0.27,24862126080
Cyprus,AS,2016,25577,0.26,25590757376
Cyprus,AS,2017,26445.28711,0.25,26706794496
Cyprus,AS,2018,27184.41602,0.24,27790155776
Czechia,EU,1981,12306,1.54,1.27E+11
Czechia,EU,1982,12109,1.5,1.25E+11
Czechia,EU,1983,12301,1.47,1.27E+11
Czechia,EU,1984,12573,1.44,1.3E+11
Czechia,EU,1985,12855,1.42,1.33E+11
Czechia,EU,1986,13211,1.38,1.36E+11
Czechia,EU,1987,13514,1.34,1.39E+11
Czechia,EU,1988,13791,1.3,1.42E+11
Czechia,EU,1989,14027,1.26,1.45E+11
Czechia,EU,1990,14178,1.22,1.46E+11
Czechia,EU,1991,12724.54102,1.16,1.31E+11
Czechia,EU,1992,12810.43164,1.1,1.32E+11
Czechia,EU,1993,12974.19727,1.02,1.34E+11
Czechia,EU,1994,13517.58203,0.94,1.39E+11
Czechia,EU,1995,14550.10449,0.85,1.5E+11
Czechia,EU,1996,15386.32031,0.77,1.58E+11
Czechia,EU,1997,15494.31738,0.7,1.59E+11
Czechia,EU,1998,15657.42578,0.64,1.61E+11
Czechia,EU,1999,16102.50781,0.59,1.65E+11
Czechia,EU,2000,17056.16016,0.55,1.75E+11
Czechia,EU,2001,17868.56836,0.52,1.82E+11
Czechia,EU,2002,18431.02734,0.5,1.88E+11
Czechia,EU,2003,19344.08984,0.48,1.97E+11
Czechia,EU,2004,20555.03516,0.46,2.09E+11
Czechia,EU,2005,22128.58008,0.43,2.25E+11
Czechia,EU,2006,23888.16406,0.41,2.44E+11
Czechia,EU,2007,25382.80664,0.39,2.61E+11
Czechia,EU,2008,26186.04492,0.37,2.71E+11
Czechia,EU,2009,25093.86328,0.35,2.61E+11
Czechia,EU,2010,25922.39453,0.34,2.71E+11
Czechia,EU,2011,26725,0.33,2.8E+11
Czechia,EU,2012,26474,0.32,2.78E+11
Czechia,EU,2013,26338,0.31,2.76E+11
Czechia,EU,2014,27024,0.31,2.84E+11
Czechia,EU,2015,28194,0.32,2.97E+11
Czechia,EU,2016,28823,0.32,3.04E+11
Czechia,EU,2017,29997.75781,0.32,3.17E+11
Czechia,EU,2018,30748.50781,0.32,3.26E+11
Democratic Republic of Congo,Invalid,1969,1262,25.07,26727661568
Democratic Republic of Congo,Invalid,1970,1224,24.77,26659889152
Democratic Republic of Congo,Invalid,1971,1267,24.44,28362504192
Democratic Republic of Congo,Invalid,1972,1235,24.11,28414472192
Democratic Republic of Congo,Invalid,1973,1305,23.74,30887354368
Democratic Republic of Congo,Invalid,1974,1312,23.38,31926198272
Democratic Republic of Congo,Invalid,1975,1213,22.99,30364745728
Democratic Republic of Congo,Invalid,1976,1111,22.61,28598781952
Democratic Republic of Congo,Invalid,1977,1086,22.25,28761571328
Democratic Republic of Congo,Invalid,1978,993,21.89,27125446656
Democratic Republic of Congo,Invalid,1979,961,21.54,27103821824
Democratic Republic of Congo,Invalid,1980,953,21.18,27648954368
Democratic Republic of Congo,Invalid,1981,950,20.83,28317622272
Democratic Republic of Congo,Invalid,1982,920,20.52,28196935680
Democratic Republic of Congo,Invalid,1983,909,20.22,28585207808
Democratic Republic of Congo,Invalid,1984,932,19.95,30141794304
Democratic Republic of Congo,Invalid,1985,909,19.7,30309892096
Democratic Republic of Congo,Invalid,1986,923,19.45,31729260544
Democratic Republic of Congo,Invalid,1987,918,19.21,32572620800
Democratic Republic of Congo,Invalid,1988,894,18.99,32745572352
Democratic Republic of Congo,Invalid,1989,861,18.77,32549357568
Democratic Republic of Congo,Invalid,1990,813,18.54,31745583104
Democratic Republic of Congo,Invalid,1991,737.9345093,18.32,29817690112
Democratic Republic of Congo,Invalid,1992,656.6917114,18.11,27407296512
Democratic Republic of Congo,Invalid,1993,563.7108765,17.91,24338477056
Democratic Republic of Congo,Invalid,1994,525.3886719,17.72,23485763584
Democratic Republic of Congo,Invalid,1995,531.9909058,17.51,24780658688
