"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"El Salvador","Mexico","2020","9473270","5"
"Estonia","Finland","2000","35261563","1"
"Estonia","Germany","2000","21031847","2"
"Estonia","United States of America","2000","13541865","3"
"Estonia","Sweden","2000","13284553","4"
"Estonia","Latvia","2000","12229374","5"
"Eswatini","South Africa","2005","31221707","1"
"Eswatini","Mozambique","2005","21365451","2"
"Eswatini","Chinese Taipei","2005","5406123","3"
"Eswatini","Japan","2005","788046","4"
"Eswatini","United States of America","2005","744257","5"
"Eswatini","South Africa","2010","50006366","1"
"Eswatini","Canada","2010","2279696","2"
"Eswatini","Chinese Taipei","2010","944559","3"
"Eswatini","United States of America","2010","655093","4"
"Eswatini","China","2010","597454","5"
"Eswatini","South Africa","2015","29285484","1"
"Eswatini","China","2015","1331354","2"
"Eswatini","India","2015","776640","3"
"Eswatini","United States of America","2015","745681","4"
"Eswatini","Chinese Taipei","2015","312425","5"
"European Union","United States of America","2000","18293540625","1"
"European Union","China","2000","11904326272","2"
"European Union","Japan","2000","9936264773","3"
"European Union","Switzerland","2000","6202370106","4"
"European Union","Chinese Taipei","2000","1842110295","5"
"European Union","China","2005","29199686176","1"
"European Union","United States of America","2005","23437727652","2"
"European Union","Switzerland","2005","12095673892","3"
"European Union","Japan","2005","9196998273","4"
"European Union","Chinese Taipei","2005","2543433156","5"
"European Union","China","2010","39277202087","1"
"European Union","United States of America","2010","26554291596","2"
"European Union","Switzerland","2010","14102690938","3"
"European Union","Japan","2010","8887976571","4"
"European Union","Korea, Republic of","2010","3445446314","5"
"European Union","China","2015","41388514322","1"
"European Union","United States of America","2015","29016390838","2"
"European Union","Switzerland","2015","15646655972","3"
"European Union","Japan","2015","6616796715","4"
"European Union","Korea, Republic of","2015","2950462201","5"
"European Union","China","2020","41787769550","1"
"European Union","United States of America","2020","26345059312","2"
"European Union","Switzerland","2020","12718132194","3"
"European Union","United Kingdom","2020","10416406343","4"
"European Union","Japan","2020","7351157295","5"
"Fiji","Australia","2005","22502679","1"
"Fiji","New Zealand","2005","10294399","2"
"Fiji","China","2005","3496132","3"
"Fiji","Singapore","2005","2826331","4"
"Fiji","United States of America","2005","2662575","5"
"Fiji","Australia","2010","17261248","1"
"Fiji","New Zealand","2010","15232267","2"
"Fiji","China","2010","6431928","3"
"Fiji","United States of America","2010","5308174","4"
"Fiji","Korea, Republic of","2010","4788419","5"
"Fiji","Australia","2015","16321245","1"
"Fiji","New Zealand","2015","12976727","2"
"Fiji","China","2015","12454454","3"
"Fiji","United States of America","2015","5274793","4"
"Fiji","Hong Kong, China","2015","3645655","5"
"Gabon","France","2005","33382587","1"
"Gabon","Belgium","2005","7505098","2"
"Gabon","Senegal","2005","7260243","3"
"Gabon","United States of America","2005","4492315","4"
"Gabon","China","2005","2530404","5"
"Gabon","France","2010","41615988","1"
"Gabon","United States of America","2010","36661121","2"
"Gabon","Germany","2010","10882374","3"
"Gabon","China","2010","10050916","4"
"Gabon","United Kingdom","2010","9969936","5"
"Gabon","France","2015","32574596","1"
"Gabon","United States of America","2015","25560219","2"
"Gabon","China","2015","23087037","3"
"Gabon","Germany","2015","12298624","4"
"Gabon","Austria","2015","7096710","5"
"Georgia","Russian Federation","2005","32816000","1"
"Georgia","Ukraine","2005","22291000","2"
"Georgia","Armenia","2005","18196000","3"
"Georgia","Bulgaria","2005","16303000","4"
"Georgia","Germany","2005","14779000","5"
"Georgia","China","2010","31902309","1"
"Georgia","Germany","2010","28639177","2"
"Georgia","Russian Federation","2010","17118454","3"
"Georgia","Turkey","2010","16634105","4"
"Georgia","United Arab Emirates","2010","12107634","5"
"Georgia","China","2015","47799133","1"
"Georgia","Turkey","2015","41628550","2"
"Georgia","Russian Federation","2015","38488671","3"
"Georgia","Germany","2015","29873106","4"
"Georgia","Azerbaijan","2015","12073951","5"
"Ghana","China","2010","47104077","1"
"Ghana","South Africa","2010","22395326","2"
"Ghana","Germany","2010","21869204","3"
"Ghana","United States of America","2010","15897553","4"
"Ghana","Egypt","2010","14640820","5"
"Grenada","United States of America","2000","7340038","1"
"Grenada","Trinidad and Tobago","2000","1381159","2"
"Grenada","United Kingdom","2000","721544","3"
"Grenada","Mexico","2000","502978","4"
"Grenada","Jamaica","2000","254139","5"
"Guatemala","United States of America","2000","77551687","1"
"Guatemala","Mexico","2000","14630268","2"
"Guatemala","Panama","2000","12883833","3"
"Guatemala","China","2000","8771438","4"
"Guatemala","Germany","2000","6649844","5"
"Guatemala","United States of America","2005","126885175","1"
"Guatemala","China","2005","75413536","2"
"Guatemala","Mexico","2005","18140801","3"
"Guatemala","Japan","2005","8866817","4"
"Guatemala","Korea, Republic of","2005","8834398","5"
"Guatemala","United States of America","2010","135923732","1"
"Guatemala","China","2010","85375741","2"
"Guatemala","Mexico","2010","60650041","3"
"Guatemala","Panama","2010","28579950","4"
"Guatemala","Hong Kong, China","2010","13057326","5"
"Guinea","Belgium","2005","1577331","1"
"Guinea","France","2005","1566067","2"
"Guinea","China","2005","1542459","3"
"Guinea","Equatorial Guinea","2005","1476257","4"
"Guinea","Switzerland","2005","614343","5"
"Guinea","China","2010","4623955","1"
"Guinea","France","2010","2900588","2"
"Guinea","India","2010","1825211","3"
"Guinea","United Kingdom","2010","1436180","4"
"Guinea","Belgium","2010","1232414","5"
"Guinea-Bissau","Senegal","2005","391234","1"
"Guinea-Bissau","Portugal","2005","258551","2"
"Guinea-Bissau","Netherlands","2005","77442","3"
"Guinea-Bissau","The Gambia","2005","18691","4"
"Guinea-Bissau","Guinea","2005","9472","5"
"Guyana","United States of America","2010","21445436","1"
"Guyana","China","2010","4758130","2"
"Guyana","Trinidad and Tobago","2010","1402078","3"
"Guyana","India","2010","1023849","4"
"Guyana","United Kingdom","2010","981701","5"
"Guyana","United States of America","2015","18604585","1"
"Guyana","China","2015","7177094","2"
"Guyana","Chile","2015","3173061","3"
"Guyana","Trinidad and Tobago","2015","2187773","4"
"Guyana","Canada","2015","1464542","5"
"Haiti","United States of America","2010","67475459","1"
"Haiti","Canada","2010","21564456","2"
"Haiti","Dominican Republic","2010","14832561","3"
"Haiti","China","2010","13481209","4"
"Haiti","Italy","2010","11107971","5"
"Honduras","United States of America","2000","53536936","1"
"Honduras","Panama","2000","7692470","2"
"Honduras","Spain","2000","6574158","3"
"Honduras","Mexico","2000","4523028","4"
"Honduras","Guatemala","2000","3839384","5"
"Honduras","United States of America","2005","60138954","1"
"Honduras","China","2005","11014036","2"
"Honduras","Panama","2005","6803079","3"
"Honduras","Costa Rica","2005","6518245","4"
"Honduras","Mexico","2005","6373403","5"
"Honduras","United States of America","2010","9326322","1"
"Honduras","China","2010","6645408","2"
"Honduras","Panama","2010","2919553","3"
"Honduras","Guatemala","2010","2473275","4"
"Honduras","El Salvador","2010","1698007","5"
"Hong Kong, China","China","2000","17405006908","1"
"Hong Kong, China","Japan","2000","5244103040","2"
"Hong Kong, China","United States of America","2000","1182091568","3"
"Hong Kong, China","Switzerland","2000","1020578592","4"
"Hong Kong, China","Chinese Taipei","2000","636006919","5"
"Hong Kong, China","China","2005","21406401895","1"
"Hong Kong, China","Japan","2005","5965789555","2"
"Hong Kong, China","Switzerland","2005","1889928011","3"
"Hong Kong, China","United States of America","2005","1391252053","4"
"Hong Kong, China","Chinese Taipei","2005","659844145","5"
"Hong Kong, China","China","2010","25871482525","1"
"Hong Kong, China","Japan","2010","5411623253","2"
"Hong Kong, China","Switzerland","2010","3976961247","3"
"Hong Kong, China","United States of America","2010","1809793505","4"
"Hong Kong, China","Chinese Taipei","2010","1794846556","5"
"Hong Kong, China","China","2015","21175630406","1"
"Hong Kong, China","Switzerland","2015","5287316114","2"
"Hong Kong, China","Japan","2015","3625749725","3"
"Hong Kong, China","United States of America","2015","2380127618","4"
"Hong Kong, China","Chinese Taipei","2015","2234123606","5"
"Hong Kong, China","China","2020","18823184330","1"
"Hong Kong, China","Switzerland","2020","4168676100","2"
"Hong Kong, China","Japan","2020","3111742312","3"
"Hong Kong, China","Chinese Taipei","2020","2897674703","4"
"Hong Kong, China","United States of America","2020","2341490999","5"
"Hungary","Germany","2000","384396297","1"
"Hungary","Austria","2000","263769543","2"
"Hungary","United States of America","2000","184409280","3"
"Hungary","China","2000","146894817","4"
"Hungary","Belgium","2000","142888776","5"
"Iceland","United States of America","2000","37020941","1"
"Iceland","Germany","2000","16900784","2"
"Iceland","United Kingdom","2000","16404947","3"
"Iceland","Netherlands","2000","15777323","4"
"Iceland","Denmark","2000","14846757","5"
"Iceland","China","2005","41270753","1"
"Iceland","United States of America","2005","38154386","2"
"Iceland","Germany","2005","26325322","3"
"Iceland","Denmark","2005","20867233","4"
"Iceland","United Kingdom","2005","20481051","5"
"Iceland","United States of America","2010","52555220","1"
"Iceland","China","2010","25553177","2"
"Iceland","Germany","2010","17100091","3"
"Iceland","Denmark","2010","12525108","4"
"Iceland","United Kingdom","2010","11494701","5"
"India","United States of America","2000","352408792","1"
"India","Germany","2000","192973787","2"
"India","Japan","2000","159822076","3"
"India","Singapore","2000","150148517","4"
"India","United Kingdom","2000","91055527","5"
"India","United States of America","2005","966934988","1"
"India","China","2005","521432543","2"
"India","Germany","2005","514893770","3"
"India","Japan","2005","338194150","4"
"India","Singapore","2005","238670590","5"
"India","China","2010","1754019867","1"
"India","United States of America","2010","1359132481","2"
"India","Germany","2010","883852834","3"
"India","Japan","2010","543258443","4"
"India","Finland","2010","431381669","5"
"India","China","2015","3116657626","1"
"India","United States of America","2015","1657298022","2"
"India","Germany","2015","1078608817","3"
"India","Japan","2015","637213920","4"
"India","Korea, Republic of","2015","405391926","5"
"India","China","2020","2845059029","1"
"India","United States of America","2020","1385770801","2"
"India","Germany","2020","1097712145","3"
"India","Singapore","2020","883937791","4"
"India","Japan","2020","612638590","5"
"Indonesia","Japan","2000","109333440","1"
"Indonesia","United States of America","2000","83755869","2"
"Indonesia","Austria","2000","68656110","3"
"Indonesia","Singapore","2000","67012459","4"
"Indonesia","France","2000","60134361","5"
"Indonesia","China","2005","203795511","1"
"Indonesia","Japan","2005","157791039","2"
"Indonesia","United States of America","2005","86192773","3"
"Indonesia","Singapore","2005","62198026","4"
"Indonesia","Germany","2005","47170610","5"
"Indonesia","China","2010","695337723","1"
"Indonesia","Japan","2010","434580568","2"
"Indonesia","Singapore","2010","418212765","3"
"Indonesia","United States of America","2010","317443242","4"
"Indonesia","France","2010","131187388","5"
"Indonesia","China","2015","967714515","1"
"Indonesia","Japan","2015","472448635","2"
"Indonesia","United States of America","2015","278300622","3"
"Indonesia","Singapore","2015","259751414","4"
"Indonesia","Germany","2015","242427290","5"
"Israel","United States of America","2000","679538000","1"
"Israel","Germany","2000","241727000","2"
"Israel","Netherlands","2000","135223000","3"
"Israel","United Kingdom","2000","108061000","4"
"Israel","Japan","2000","94807000","5"
"Israel","United States of America","2005","626501000","1"
"Israel","Germany","2005","258114000","2"
"Israel","Netherlands","2005","155225000","3"
"Israel","China","2005","155003000","4"
"Israel","United Kingdom","2005","109483000","5"
"Israel","United States of America","2010","610084000","1"
"Israel","China","2010","331795000","2"
"Israel","Germany","2010","309894000","3"
"Israel","Italy","2010","149714000","4"
"Israel","Netherlands","2010","138307000","5"
"Israel","United States of America","2015","627449000","1"
"Israel","China","2015","523505000","2"
"Israel","Germany","2015","373141000","3"
"Israel","Switzerland","2015","220040000","4"
"Israel","Netherlands","2015","189459000","5"
"Israel","China","2020","1064250000","1"
"Israel","United States of America","2020","873773000","2"
"Israel","Germany","2020","496435000","3"
"Israel","Switzerland","2020","193767000","4"
"Israel","Japan","2020","151384000","5"
"Jamaica","United States of America","2000","61610409","1"
"Jamaica","China","2000","3128609","2"
"Jamaica","United Kingdom","2000","2195666","3"
"Jamaica","Canada","2000","2057207","4"
"Jamaica","Panama","2000","1860835","5"
"Jamaica","United States of America","2010","69638868","1"
"Jamaica","Switzerland","2010","13068362","2"
"Jamaica","China","2010","11969050","3"
"Jamaica","United Kingdom","2010","2973792","4"
"Jamaica","France","2010","2296708","5"
"Jamaica","United States of America","2015","65847316","1"
"Jamaica","China","2015","17618849","2"
"Jamaica","Switzerland","2015","15669560","3"
"Jamaica","Australia","2015","10317461","4"
"Jamaica","Spain","2015","2368864","5"
"Japan","United States of America","2000","8439492614","1"
"Japan","China","2000","5156523420","2"
"Japan","Korea, Republic of","2000","1477175364","3"
"Japan","Switzerland","2000","1416496353","4"
"Japan","Germany","2000","1209211116","5"
"Japan","China","2005","11770535592","1"
"Japan","United States of America","2005","8095717166","2"
"Japan","Germany","2005","2075304228","3"
"Japan","Switzerland","2005","1953281401","4"
"Japan","Korea, Republic of","2005","1821554173","5"
"Japan","China","2010","13723747323","1"
"Japan","United States of America","2010","8107131249","2"
"Japan","Chinese Taipei","2010","2319767065","3"
"Japan","Germany","2010","2273563579","4"
"Japan","Switzerland","2010","1735922670","5"
"Japan","China","2015","12608077905","1"
"Japan","United States of America","2015","7660699664","2"
"Japan","Switzerland","2015","2648467069","3"
"Japan","Germany","2015","2287608095","4"
"Japan","Chinese Taipei","2015","1629980413","5"
"Jordan","United States of America","2000","19619438","1"
"Jordan","China","2000","16951843","2"
"Jordan","Germany","2000","14392983","3"
"Jordan","Japan","2000","11380030","4"
"Jordan","United Kingdom","2000","6810971","5"
"Jordan","Egypt","2005","51127403","1"
"Jordan","United States of America","2005","40858940","2"
"Jordan","China","2005","36411600","3"
"Jordan","Germany","2005","27207027","4"
"Jordan","United Kingdom","2005","21855407","5"
"Jordan","China","2010","70804074","1"
"Jordan","United States of America","2010","55400099","2"
"Jordan","Egypt","2010","54041865","3"
"Jordan","Germany","2010","31490598","4"
"Jordan","Syrian Arab Republic","2010","28750144","5"
"Jordan","China","2015","127244713","1"
"Jordan","United States of America","2015","81974903","2"
"Jordan","Germany","2015","52262935","3"
"Jordan","France","2015","24183938","4"
"Jordan","Italy","2015","20659904","5"
"Kazakhstan","Russian Federation","2015","383501206","1"
"Kazakhstan","China","2015","273419336","2"
"Kazakhstan","United States of America","2015","141748635","3"
"Kazakhstan","Germany","2015","110048185","4"
"Kazakhstan","Turkey","2015","61897614","5"
"Kenya","United Kingdom","2000","15143664","1"
"Kenya","Italy","2000","10633685","2"
"Kenya","China","2000","9373498","3"
"Kenya","Israel","2000","7667387","4"
"Kenya","Germany","2000","6254440","5"
"Kenya","United Kingdom","2005","17087374","1"
"Kenya","Netherlands","2005","13586480","2"
"Kenya","China","2005","12897040","3"
"Kenya","India","2005","9346275","4"
"Kenya","Germany","2005","8654130","5"
"Kenya","China","2010","55657779","1"
"Kenya","United States of America","2010","27665133","2"
"Kenya","Italy","2010","23339122","3"
"Kenya","United Kingdom","2010","18330826","4"
"Kenya","Germany","2010","15971669","5"
"Korea, Republic of","Japan","2000","3567813294","1"
"Korea, Republic of","United States of America","2000","2690720039","2"
"Korea, Republic of","China","2000","836260125","3"
"Korea, Republic of","Germany","2000","468488679","4"
"Korea, Republic of","Netherlands","2000","333625711","5"
"Korea, Republic of","Japan","2005","5754762526","1"
"Korea, Republic of","United States of America","2005","3432192153","2"
"Korea, Republic of","China","2005","1865561460","3"
"Korea, Republic of","Netherlands","2005","1317088162","4"
"Korea, Republic of","Germany","2005","1083167654","5"
"Korea, Republic of","Japan","2010","4988207630","1"
"Korea, Republic of","China","2010","4236625986","2"
"Korea, Republic of","United States of America","2010","4193659563","3"
"Korea, Republic of","Chinese Taipei","2010","1682238734","4"
"Korea, Republic of","Germany","2010","1456221972","5"
"Korea, Republic of","China","2015","6155911269","1"
"Korea, Republic of","Japan","2015","4247893285","2"
"Korea, Republic of","United States of America","2015","4222579869","3"
"Korea, Republic of","Germany","2015","1887134489","4"
"Korea, Republic of","Switzerland","2015","696315952","5"
"Korea, Republic of","China","2020","6773262039","1"
"Korea, Republic of","United States of America","2020","4884167666","2"
"Korea, Republic of","Japan","2020","4442207415","3"
"Korea, Republic of","Germany","2020","2230688611","4"
"Korea, Republic of","Switzerland","2020","1009137324","5"
"Kuwait, the State of","United States of America","2005","107852514","1"
"Kuwait, the State of","China","2005","100029116","2"
"Kuwait, the State of","Germany","2005","91094705","3"
"Kuwait, the State of","Switzerland","2005","56329514","4"
"Kuwait, the State of","Japan","2005","55673267","5"
"Kuwait, the State of","China","2015","317023684","1"
"Kuwait, the State of","United States of America","2015","241238063","2"
"Kuwait, the State of","Switzerland","2015","239163614","3"
"Kuwait, the State of","Germany","2015","126840458","4"
"Kuwait, the State of","Netherlands","2015","122905325","5"
"Kyrgyz Republic","Uzbekistan","2000","6646512","1"
"Kyrgyz Republic","United States of America","2000","2887239","2"
"Kyrgyz Republic","Russian Federation","2000","2882038","3"
"Kyrgyz Republic","Japan","2000","1493664","4"
"Kyrgyz Republic","Turkey","2000","1439426","5"
"Kyrgyz Republic","China","2005","6380198","1"
"Kyrgyz Republic","Germany","2005","5505379","2"
"Kyrgyz Republic","Russian Federation","2005","4947934","3"
"Kyrgyz Republic","Japan","2005","4695661","4"
"Kyrgyz Republic","United States of America","2005","2075043","5"
"Kyrgyz Republic","China","2010","23626288","1"
"Kyrgyz Republic","Russian Federation","2010","7785900","2"
"Kyrgyz Republic","Germany","2010","6379633","3"
"Kyrgyz Republic","France","2010","3780245","4"
"Kyrgyz Republic","United States of America","2010","3713421","5"
"Lao People's Democratic Republic","China","2015","36327282","1"
"Lao People's Democratic Republic","Thailand","2015","31776820","2"
"Lao People's Democratic Republic","Indonesia","2015","8615640","3"
"Lao People's Democratic Republic","Malaysia","2015","4136394","4"
"Lao People's Democratic Republic","France","2015","3716111","5"
"Latvia","Germany","2000","38984234","1"
"Latvia","Estonia","2000","21960798","2"
"Latvia","Lithuania","2000","18087951","3"
"Latvia","Russian Federation","2000","12596401","4"
"Latvia","Finland","2000","11164106","5"
"Macao, China","China","2000","22273257","1"
"Macao, China","Hong Kong, China","2000","20904580","2"
"Macao, China","Japan","2000","8992177","3"
"Macao, China","United States of America","2000","7404961","4"
"Macao, China","Chinese Taipei","2000","6010003","5"
"Macao, China","China","2005","60440557","1"
"Macao, China","Japan","2005","46000408","2"
"Macao, China","United States of America","2005","32695751","3"
"Macao, China","Hong Kong, China","2005","24834777","4"
"Macao, China","Chinese Taipei","2005","21456744","5"
"Macao, China","Switzerland","2010","312393625","1"
"Macao, China","China","2010","293535745","2"
"Macao, China","Japan","2010","102859880","3"
"Macao, China","United States of America","2010","46227084","4"
"Macao, China","Germany","2010","17712799","5"
"Macao, China","Switzerland","2015","735970515","1"
"Macao, China","China","2015","518005219","2"
"Macao, China","Japan","2015","143843934","3"
"Macao, China","United States of America","2015","91654526","4"
"Macao, China","Italy","2015","30401220","5"
"Macao, China","Switzerland","2020","563835075","1"
"Macao, China","China","2020","550568999","2"
"Macao, China","Japan","2020","154618261","3"
"Macao, China","United States of America","2020","59714315","4"
"Macao, China","Italy","2020","36074208","5"
"Madagascar","France","2000","5490720","1"
"Madagascar","China","2000","2997893","2"
"Madagascar","Saudi Arabia, Kingdom of","2000","2071448","3"
"Madagascar","Hong Kong, China","2000","1898426","4"
"Madagascar","United States of America","2000","1708517","5"
"Madagascar","China","2005","11454202","1"
"Madagascar","France","2005","7387183","2"
"Madagascar","United States of America","2005","5879737","3"
"Madagascar","United Kingdom","2005","2587485","4"
"Madagascar","Japan","2005","1840567","5"
"Madagascar","France","2010","16533414","1"
"Madagascar","China","2010","13145662","2"
"Madagascar","United States of America","2010","7328865","3"
"Madagascar","Canada","2010","6302082","4"
"Madagascar","South Africa","2010","4582118","5"
"Madagascar","China","2015","27189480","1"
"Madagascar","France","2015","6671458","2"
"Madagascar","United States of America","2015","6649172","3"
"Madagascar","Germany","2015","3722364","4"
"Madagascar","European Union (partner code)","2015","3151419","5"
"Malawi","Norway","2000","12764076","1"
"Malawi","South Africa","2000","5061321","2"
"Malawi","United Kingdom","2000","1299306","3"
"Malawi","Netherlands","2000","1073511","4"
"Malawi","China","2000","866856","5"
"Malawi","South Africa","2010","11806548","1"
"Malawi","China","2010","9616718","2"
"Malawi","Germany","2010","3118423","3"
"Malawi","United Kingdom","2010","2875851","4"
"Malawi","India","2010","2749886","5"
"Malawi","United Arab Emirates","2015","15036512","1"
"Malawi","South Africa","2015","10519688","2"
"Malawi","China","2015","9978843","3"
"Malawi","India","2015","7910703","4"
"Malawi","Hong Kong, China","2015","5321898","5"
"Malaysia","United States of America","2000","1158295010","1"
"Malaysia","Japan","2000","925374500","2"
"Malaysia","Singapore","2000","458236152","3"
"Malaysia","China","2000","259694335","4"
"Malaysia","Hong Kong, China","2000","214570604","5"
"Malaysia","Japan","2010","1218777910","1"
"Malaysia","United States of America","2010","1132272358","2"
"Malaysia","China","2010","1043355832","3"
"Malaysia","Singapore","2010","951314435","4"
"Malaysia","Hong Kong, China","2010","478007627","5"
"Malaysia","China","2015","1745697410","1"
"Malaysia","United States of America","2015","1229245749","2"
"Malaysia","Singapore","2015","889973622","3"
"Malaysia","Japan","2015","634254832","4"
"Malaysia","Germany","2015","477808778","5"
"Malaysia","China","2020","1897178347","1"
"Malaysia","United States of America","2020","1191604738","2"
"Malaysia","Singapore","2020","983305596","3"
"Malaysia","Japan","2020","739032083","4"
"Malaysia","Chinese Taipei","2020","694224184","5"
"Maldives","Singapore","2000","7326950","1"
"Maldives","New Zealand","2000","2645382","2"
"Maldives","Sri Lanka","2000","1094406","3"
"Maldives","United Arab Emirates","2000","1079910","4"
"Maldives","Malaysia","2000","892321","5"
"Maldives","Singapore","2005","7963780","1"
"Maldives","United Kingdom","2005","3312011","2"
"Maldives","India","2005","3038888","3"
"Maldives","Germany","2005","2217036","4"
"Maldives","United Arab Emirates","2005","1839144","5"
"Maldives","Singapore","2010","7381172","1"
"Maldives","United Arab Emirates","2010","4221376","2"
"Maldives","India","2010","3385985","3"
"Maldives","Thailand","2010","2868332","4"
"Maldives","United States of America","2010","2421686","5"
"Maldives","China","2015","10748562","1"
"Maldives","Singapore","2015","10547065","2"
"Maldives","Hong Kong, China","2015","5276211","3"
"Maldives","India","2015","5246291","4"
"Maldives","United Arab Emirates","2015","5038668","5"
"Maldives","China","2020","38953008","1"
"Maldives","India","2020","10961828","2"
"Maldives","United States of America","2020","9044869","3"
"Maldives","Japan","2020","6439424","4"
"Maldives","New Zealand","2020","5860439","5"
"Mali","France","2000","5650486","1"
"Mali","South Africa","2000","1175345","2"
"Mali","United States of America","2000","1077705","3"
"Mali","C�te d'Ivoire","2000","774498","4"
"Mali","United Arab Emirates","2000","696443","5"
"Mali","France","2005","4381706","1"
"Mali","South Africa","2005","4180814","2"
"Mali","China","2005","1711310","3"
"Mali","United Arab Emirates","2005","1083234","4"
"Mali","United States of America","2005","991069","5"
"Mali","France","2010","28573507","1"
"Mali","China","2010","27088806","2"
"Mali","United States of America","2010","10745634","3"
"Mali","South Africa","2010","10620746","4"
"Mali","Australia","2010","2682808","5"
"Mali","China","2015","24364686","1"
"Mali","Italy","2015","13676420","2"
"Mali","France","2015","11445463","3"
"Mali","Germany","2015","7438329","4"
"Mali","United States of America","2015","7168225","5"
"Malta","Italy","2000","34424375","1"
"Malta","United States of America","2000","33754586","2"
"Malta","Germany","2000","26992578","3"
"Malta","United Kingdom","2000","10343652","4"
"Malta","China","2000","8135702","5"
"Mauritania","China","2010","4476527","1"
"Mauritania","France","2010","3096044","2"
"Mauritania","Spain","2010","2709931","3"
"Mauritania","Australia","2010","939747","4"
"Mauritania","Senegal","2010","381614","5"
"Mauritius","Hong Kong, China","2000","11888631","1"
"Mauritius","China","2000","11453541","2"
"Mauritius","France","2000","11315146","3"
"Mauritius","United States of America","2000","6832972","4"
"Mauritius","United Kingdom","2000","5771069","5"
"Mauritius","China","2005","27222664","1"
"Mauritius","Switzerland","2005","8848080","2"
"Mauritius","France","2005","7706543","3"
"Mauritius","United States of America","2005","5805723","4"
"Mauritius","Japan","2005","5394471","5"
"Mauritius","China","2010","40895011","1"
"Mauritius","France","2010","13958196","2"
"Mauritius","United States of America","2010","11038392","3"
"Mauritius","South Africa","2010","9181262","4"
"Mauritius","India","2010","8929128","5"
"Mauritius","China","2015","50748901","1"
"Mauritius","France","2015","18308066","2"
"Mauritius","United States of America","2015","10746601","3"
"Mauritius","South Africa","2015","9753600","4"
"Mauritius","Switzerland","2015","5419325","5"
"Mauritius","China","2020","49989386","1"
"Mauritius","France","2020","16066114","2"
"Mauritius","United States of America","2020","13903270","3"
"Mauritius","India","2020","7133486","4"
"Mauritius","South Africa","2020","6651833","5"
"Mexico","United States of America","2000","5371314333","1"
"Mexico","China","2000","541278798","2"
"Mexico","Japan","2000","536639353","3"
"Mexico","Germany","2000","239178926","4"
"Mexico","Korea, Republic of","2000","236117372","5"
"Mexico","United States of America","2005","4685402959","1"
"Mexico","China","2005","1964926680","2"
"Mexico","Japan","2005","1376509993","3"
"Mexico","Germany","2005","494835380","4"
"Mexico","Korea, Republic of","2005","286857611","5"
"Mexico","United States of America","2010","5576847791","1"
"Mexico","China","2010","4454633595","2"
"Mexico","Japan","2010","1327630253","3"
"Mexico","Korea, Republic of","2010","929406297","4"
"Mexico","Germany","2010","628536783","5"
"Mexico","United States of America","2015","6780435351","1"
"Mexico","China","2015","5975086426","2"
"Mexico","Korea, Republic of","2015","2192952289","3"
"Mexico","Japan","2015","1377979130","4"
"Mexico","Germany","2015","834025477","5"
"Mexico","China","2020","7700076447","1"
"Mexico","United States of America","2020","6338061550","2"
"Mexico","Korea, Republic of","2020","1039416354","3"
"Mexico","Chinese Taipei","2020","970478097","4"
"Mexico","Viet Nam","2020","943262851","5"
"Moldova, Republic of","Ukraine","2005","27824100","1"
"Moldova, Republic of","Russian Federation","2005","17915900","2"
"Moldova, Republic of","Germany","2005","8744300","3"
"Moldova, Republic of","China","2005","7715900","4"
"Moldova, Republic of","Italy","2005","5334800","5"
"Moldova, Republic of","China","2010","25252600","1"
"Moldova, Republic of","Italy","2010","15279700","2"
"Moldova, Republic of","Germany","2010","13636800","3"
"Moldova, Republic of","Russian Federation","2010","8113500","4"
"Moldova, Republic of","Romania","2010","5898200","5"
"Moldova, Republic of","China","2015","34719400","1"
"Moldova, Republic of","Japan","2015","16760600","2"
"Moldova, Republic of","Germany","2015","16085400","3"
"Moldova, Republic of","Italy","2015","12828600","4"
"Moldova, Republic of","United States of America","2015","10080700","5"
"Moldova, Republic of","China","2020","68376176","1"
"Moldova, Republic of","Italy","2020","17374840","2"
"Moldova, Republic of","Germany","2020","13001717","3"
"Moldova, Republic of","Ukraine","2020","12118869","4"
"Moldova, Republic of","United States of America","2020","11040655","5"
"Mongolia","Japan","2000","13219054","1"
"Mongolia","Russian Federation","2000","6024372","2"
"Mongolia","Korea, Republic of","2000","2975951","3"
"Mongolia","China","2000","2848014","4"
"Mongolia","United States of America","2000","1161076","5"
"Mongolia","China","2005","9415800","1"
"Mongolia","Russian Federation","2005","8481522","2"
"Mongolia","Germany","2005","2471276","3"
"Mongolia","Korea, Republic of","2005","2265909","4"
"Mongolia","Japan","2005","1755283","5"
"Mongolia","Russian Federation","2010","62215729","1"
"Mongolia","China","2010","32649316","2"
"Mongolia","Korea, Republic of","2010","7568061","3"
"Mongolia","United States of America","2010","6803835","4"
"Mongolia","Germany","2010","6200908","5"
"Mongolia","China","2015","147017691","1"
"Mongolia","Russian Federation","2015","48238127","2"
"Mongolia","Austria","2015","16720407","3"
"Mongolia","United States of America","2015","13415807","4"
"Mongolia","Japan","2015","12427488","5"
"Mongolia","China","2020","167935759","1"
"Mongolia","United States of America","2020","36099897","2"
"Mongolia","Russian Federation","2020","30320526","3"
"Mongolia","Germany","2020","18410590","4"
"Mongolia","Korea, Republic of","2020","10726883","5"
"Montenegro","Serbia","2015","48215664","1"
"Montenegro","China","2015","19149585","2"
"Montenegro","Italy","2015","9551077","3"
